Target,DateStart,DateEnd,AdAccountId,AdAccountName,CampaignId,AdSetId,AdId,Placement,Clicks,CPC,CPM,CPP,CTR,Frequency,Impressions,Reach,Spend,Total Actions,Total Unique Actions,Unique Clicks,Unique CTR,Website Clicks
act_102,9/8/2015 0:00,9/8/2015 0:00,453,Demo,6058631,101,451,Mobile External ,22,0.27225,10.6140353,16.4006029,4.2884985,1.6996991,565,366,5.445,22,21,21,6.2951812,0
act_102,10/8/2015 0:00,10/8/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,15,3.7053082,35.3923581,35.8934422,1.050698,1.1155738,1498,1477,48.169,7,7,15,1.0655733,1
act_102,11/8/2015 0:00,11/8/2015 0:00,453,Demo,6058631,101,451,Instant Article,2,2.266,7.89547,9.6837609,0.3832752,1.3491456,316,258,2.266,2,2,2,0.470085,0
act_102,12/8/2015 0:00,12/8/2015 0:00,453,Demo,6058631,101,451,Mobile External ,42,0.2370786,8.3339498,14.8418446,3.8667904,1.958979,1190,668,9.009,40,36,37,5.9802303,0
act_102,13/08/2015 00:00,13/08/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,37,4.3733338,37.0051286,47.8514586,0.9307694,1.4224133,4290,3318,144.32,20,16,33,1.0941645,0
act_102,14/08/2015 00:00,14/08/2015 00:00,453,Demo,6058631,101,451,Instant Article,3,0.8195,6.915612,8.3622451,0.9282702,1.3301024,261,216,1.639,3,3,3,1.1224488,1
act_102,15/08/2015 00:00,15/08/2015 00:00,453,Demo,6058631,101,451,Mobile External ,26,0.1936957,7.0379144,10.945946,3.9968401,1.7108113,697,448,4.455,26,24,24,5.6756755,0
act_102,16/08/2015 00:00,16/08/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,39,4.2359427,36.6975246,46.666037,0.9529707,1.398804,4444,3495,148.258,27,24,36,1.107964,0
act_102,17/08/2015 00:00,17/08/2015 00:00,453,Demo,6058631,101,451,Instant Article,4,0.6636663,7.5132079,9.6183571,1.2452825,1.4082123,292,228,1.991,4,4,4,1.5942025,0
act_102,18/08/2015 00:00,18/08/2015 00:00,453,Demo,6058631,101,451,Mobile External ,21,0.4793679,9.7203843,16.4701625,2.2305228,1.8638334,1031,609,9.108,21,20,20,3.5804703,0
act_102,19/08/2015 00:00,19/08/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,33,4.8403663,37.5222221,47.798223,0.8527134,1.4012504,4257,3342,145.211,20,19,32,1.0500325,1
act_102,20/08/2015 00:00,20/08/2015 00:00,453,Demo,6058631,101,451,Instant Article,0,0,7.1012656,8.4360903,0,1.306767,174,147,1.122,0,0,0,0,0
act_102,21/08/2015 00:00,21/08/2015 00:00,453,Demo,6058631,101,451,Mobile External ,27,0.319,10.8904697,17.0133337,3.755334,1.7184442,774,495,7.656,26,24,25,5.3777779,0
act_102,22/08/2015 00:00,22/08/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,14,5.6989163,36.531517,37.3903772,0.7051286,1.125861,2060,2012,68.387,8,8,14,0.7217056,0
act_102,26/08/2015 00:00,26/08/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,50,9.2888884,27.2988507,30.2986376,0.3232757,1.2208757,16844,15176,418,41,38,46,0.3269068,0
act_102,27/08/2015 00:00,27/08/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,46,10.1951223,29.3663062,33.1115334,0.3168473,1.2402885,15658,13887,418,39,36,42,0.3311154,1
act_102,28/08/2015 00:00,28/08/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,60,7.7407407,25.4242439,29.5782619,0.3612917,1.2797268,18086,15546,418,47,43,55,0.3891877,0
act_102,29/08/2015 00:00,29/08/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,105,5,26.1086826,30.8623744,0.6527169,1.3002803,17611,14899,418,84,81,96,0.7065861,0
act_102,30/08/2015 00:00,30/08/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,84,6,26.0419907,29.2963275,0.5208401,1.2374615,17657,15695,418,63,63,81,0.5627974,0
act_102,31/08/2015 00:00,31/08/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,97,4.7500002,23.4488947,25.7770106,0.5430271,1.2092135,19609,17838,418,83,79,92,0.563024,0
act_102,1/9/2015 0:00,1/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,16,5.4615,27.3759398,27.6932271,0.5513783,1.112749,3073,3038,76.461,14,14,16,0.5577693,1
act_102,2/9/2015 0:00,2/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,20,14.3531663,57.1586279,58.9856168,0.438053,1.1351593,4972,4818,258.357,16,16,19,0.4269408,0
act_102,3/9/2015 0:00,3/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,26,22,64.1887609,65.748441,0.3209437,1.1267278,8672,8466,506,27,26,25,0.3144493,1
act_102,4/9/2015 0:00,4/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,31,18.0714281,66.7986803,68.1022881,0.4066007,1.1214665,8333,8173,506,25,24,29,0.3849263,0
act_102,5/9/2015 0:00,5/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,36,15.8125,59.9313044,61.9946096,0.4169132,1.1378708,9288,8979,506,29,28,32,0.3908355,0
act_102,6/9/2015 0:00,6/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,40,14.0555558,56.6185521,60.2811528,0.443102,1.1711579,9831,9234,506,39,37,37,0.4324518,0
act_102,7/9/2015 0:00,7/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,39,18.8571427,59.4487476,63.8174438,0.3467849,1.1808357,12213,11377,660,36,33,37,0.3509957,1
act_102,8/9/2015 0:00,8/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,44,17,54.7672389,58.3864116,0.3651153,1.1726913,13257,12435,660,41,41,44,0.3892427,0
act_102,9/9/2015 0:00,9/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,37,19.9973334,53.460143,57.7451875,0.2940696,1.1881694,13579,12571,659.912,31,31,35,0.2983904,0
act_102,10/9/2015 0:00,10/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,43,16.9230765,52.982259,55.2024088,0.3443847,1.1460944,13703,13152,660,38,37,41,0.3404148,0
act_102,11/9/2015 0:00,11/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,58,12.6923082,50.1443547,53.6236591,0.4345847,1.1763246,14479,13539,660,51,49,55,0.446864,0
act_102,12/9/2015 0:00,12/9/2015 0:00,453,Demo,6058631,101,451,Desktop Feed,77,9.4285719,51.7403579,56.0081467,0.6036371,1.1907335,14032,12963,660,68,64,75,0.6347594,1
act_102,13/09/2015 00:00,13/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,53,13.75,52.4017472,56.06524,0.4192144,1.1769032,13855,12950,660,51,49,51,0.4298338,0
act_102,14/09/2015 00:00,14/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,61,12.0000001,52.4433855,54.2941762,0.4807308,1.1388201,13844,13372,660,54,52,57,0.4615006,0
act_102,15/09/2015 00:00,15/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,59,12.4528305,49.0596898,50.1824818,0.4333604,1.1251746,14799,14468,660,52,50,55,0.418187,0
act_102,16/09/2015 00:00,16/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,51,14.3478258,49.8677751,52.034059,0.3823193,1.1477851,14559,13953,660,42,42,50,0.3902558,0
act_102,17/09/2015 00:00,17/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,47,15.7142854,46.1473925,48.8310152,0.3230315,1.1639683,15733,14868,660,44,43,44,0.3255406,1
act_102,21/09/2015 00:00,21/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,55,14,46.2573595,49.1217628,0.3854785,1.1681153,15695,14780,660,46,44,54,0.4011612,0
act_102,22/09/2015 00:00,22/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,66,11,41.2319611,43.2616679,0.4123196,1.1541497,17608,16782,660,57,55,65,0.4254063,1
act_102,23/09/2015 00:00,23/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,61,12.0000001,39.3278512,41.1985024,0.3605052,1.1523226,18461,17622,660,58,57,60,0.3707869,0
act_102,24/09/2015 00:00,24/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,59,12.4528305,36.5995674,37.8266845,0.3232966,1.1368808,19837,19193,660,49,47,53,0.3026133,1
act_102,25/09/2015 00:00,25/09/2015 00:00,453,Demo,6058631,101,451,Desktop Feed,22,15.31585,36.3581009,36.4923757,0.2611279,1.1040623,9268,9234,306.317,20,20,22,0.2620915,0
act_102,26/09/2015 00:00,26/09/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,24.0724638,24.6683173,0,1.1272272,228,223,4.983,0,0,0,0,0
act_102,27/09/2015 00:00,27/09/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,32.7962965,33.4150938,0,1.1207548,60,59,1.771,0,0,0,0,0
act_102,28/09/2015 00:00,28/09/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,6,6,0,2,3,3,0.011,0,0,0,0,1
act_102,29/09/2015 00:00,29/09/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,25.3333333,25.3333333,0,2,37,37,0.836,0,0,0,0,0
act_102,30/09/2015 00:00,30/09/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,17,5.2902663,34.3226642,35.4258927,0.7136679,1.1353573,2544,2464,79.354,13,13,17,0.7366073,0
act_102,1/10/2015 0:00,1/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,28,6.09004,38.2060228,41.5759146,0.6900883,1.1970233,4384,4029,152.251,22,20,26,0.6908792,0
act_102,2/10/2015 0:00,2/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,42,4.3748155,36.3611116,38.3136666,0.9142606,1.1590689,5030,4773,166.243,30,26,38,0.8619501,0
act_102,3/10/2015 0:00,3/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,47,3.7206191,30.7670803,33.4044458,0.9096274,1.194292,5587,5146,156.266,27,25,41,0.8700296,1
act_102,4/10/2015 0:00,4/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,35,5.1196134,33.1955657,35.608705,0.71324,1.1799645,5260,4903,158.708,25,22,33,0.7404078,0
act_102,5/10/2015 0:00,5/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,46,4.3077078,34.9665415,38.0555912,0.892892,1.1971773,5557,5106,176.616,29,26,41,0.8769662,0
act_102,6/10/2015 0:00,6/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,41,4.4900812,32.8650839,35.2649121,0.8051439,1.1803231,5561,5183,166.133,28,27,39,0.8172362,0
act_102,7/10/2015 0:00,7/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,46,3.8856829,29.8506648,32.061381,0.8450442,1.1814649,5871,5466,159.313,27,27,44,0.8854901,0
act_102,8/10/2015 0:00,8/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,35,5.2473553,32.9754711,34.9898901,0.6912631,1.1671968,5427,5114,162.668,21,20,31,0.662508,1
act_102,9/10/2015 0:00,9/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,39,4.5800854,30.4122555,32.6615729,0.7304121,1.1813571,5799,5399,160.303,25,25,37,0.7396092,0
act_102,10/10/2015 0:00,10/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,46,3.9763658,31.5401427,33.3874662,0.872509,1.1644281,5686,5372,163.031,26,25,41,0.8335041,0
act_102,11/10/2015 0:00,11/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,49,3.9185003,31.4108212,33.6089666,0.8817633,1.1769791,6038,5643,172.414,26,26,48,0.9220277,0
act_102,12/10/2015 0:00,12/10/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,44,4.27845,34.5454175,36.3968528,0.8881708,1.1589534,5450,5173,171.138,30,28,41,0.8655889,0
act_102,13/10/2015 00:00,13/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,57,3.2633337,31.6707897,33.6426112,1.0675544,1.168486,5781,5442,166.43,38,33,52,1.0450781,1
act_102,14/10/2015 00:00,14/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,40,4.0993337,29.5033981,31.4996803,0.7916832,1.1744293,5503,5154,147.576,24,22,37,0.7748136,0
act_102,15/10/2015 00:00,15/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,40,3.9896384,28.2452313,30.0537765,0.7787615,1.170433,5594,5257,143.627,26,24,37,0.7595731,1
act_102,16/10/2015 00:00,16/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,20,5.9430558,26.2386564,27.6135772,0.4856511,1.1576411,4485,4262,106.975,13,13,20,0.5110996,0
act_102,17/10/2015 00:00,17/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,9,5.73375,27.3850742,27.7160125,0.5253732,1.1132935,1843,1821,45.87,8,7,8,0.4652571,0
act_102,18/10/2015 00:00,18/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,30.6428573,30.6428573,0,2,278,278,7.722,0,0,0,0,0
act_102,19/10/2015 00:00,19/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,20.0325202,20.8813561,0,1.1466103,136,130,2.464,0,0,0,0,1
act_102,20/10/2015 00:00,20/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,18.4324327,18.6849311,0,1.1150689,82,81,1.364,0,0,0,0,0
act_102,21/10/2015 00:00,21/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,28.8588234,29.2023809,0,1.1130955,94,93,2.453,0,0,0,0,0
act_102,22/10/2015 00:00,22/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,2,13.75,21.0889569,21.2848295,0.1687114,1.1102168,718,711,13.75,2,2,2,0.1702789,0
act_102,23/10/2015 00:00,23/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,18.4000003,19.0943401,0,1.1415096,61,59,1.012,0,0,0,0,0
act_102,24/10/2015 00:00,24/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,0,0,13.6756752,13.6756752,0,2,41,41,0.506,0,0,0,0,1
act_102,25/10/2015 00:00,25/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,2,0.572,15,15.0526321,2.75,1.1578952,44,42,0.572,0,0,2,2.8947369,0
act_102,26/10/2015 00:00,26/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,42,4.5774476,30.2931035,31.568603,0.727969,1.1463155,6317,6061,173.943,25,25,40,0.7186938,0
act_102,27/10/2015 00:00,27/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,57,4.0773337,29.5249185,29.9544795,0.7965353,1.1160039,7748,7637,207.944,39,38,54,0.7764328,0
act_102,28/10/2015 00:00,28/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,82,3.6011624,27.5694188,28.5683959,0.842127,1.1398585,10633,10261,266.486,58,54,80,0.849057,0
act_102,29/10/2015 00:00,29/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,119,4.4281116,28.3214492,30.2069229,0.7035413,1.1732314,18575,17416,478.236,87,82,115,0.7225867,1
act_102,30/10/2015 00:00,30/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,125,4.4595749,29.6117052,32.4280561,0.7304033,1.2046199,18720,17094,503.932,91,86,118,0.7574006,0
act_102,31/10/2015 00:00,31/10/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,116,4.4699809,27.8544805,29.5336019,0.6854595,1.1663102,18535,17482,469.348,68,63,108,0.6783282,0
act_102,1/11/2015 0:00,1/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,135,4.3944098,27.3948906,30.0178054,0.6857433,1.2053195,21527,19646,536.118,93,87,128,0.7144456,0
act_102,2/11/2015 0:00,2/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,143,4.1730612,26.3080356,28.7644753,0.6934675,1.2027092,22684,20746,542.498,85,83,138,0.7290558,0
act_102,3/11/2015 0:00,3/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,145,3.8574734,24.9878354,27.5774389,0.7125547,1.2139985,22246,20157,505.329,88,82,136,0.7383761,1
act_102,4/11/2015 0:00,4/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,61,3.8050001,22.9342465,23.3539779,0.663014,1.1201322,10038,9858,209.275,43,43,60,0.6628721,0
act_102,5/11/2015 0:00,5/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,0,0,37.3000001,37.6422013,0,1.1100914,121,120,4.103,0,0,0,0,1
act_102,6/11/2015 0:00,6/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,7,3.2981663,42.5569892,44.0734965,1.4193553,1.1391985,512,494,19.789,8,6,7,1.4699333,0
act_102,7/11/2015 0:00,7/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,11,5.8014,33.2077845,34.9061372,0.629651,1.1562573,1922,1829,58.014,7,7,11,0.6618535,0
act_102,8/11/2015 0:00,8/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,30,4.3054814,30.077102,31.9889933,0.7684347,1.1699226,4252,3998,116.248,19,19,29,0.7870115,0
act_102,9/11/2015 0:00,9/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,35,5.5198715,29.8423444,33.1877425,0.5946985,1.2233122,6308,5672,171.116,17,17,32,0.6186972,1
act_102,10/11/2015 0:00,10/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,24,7.9833809,32.0066824,35.2356037,0.4410076,1.2109713,5762,5234,167.651,16,16,24,0.4854982,0
act_102,11/11/2015 0:00,11/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,41,4.2727564,30.6736518,33.8816973,0.7896779,1.2150446,5670,5133,158.092,24,22,38,0.8015436,0
act_102,12/11/2015 0:00,12/11/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,10,7.6462221,28.5306802,28.9021425,0.4104474,1.114322,2654,2620,68.816,7,6,10,0.4157912,0
act_102,13/11/2015 00:00,13/11/2015 00:00,453,Demo,6058631,101,451,Right-hand,2,0.308,51.3333337,62,18.3333337,1.32,7,6,0.308,2,2,2,22,0
act_102,14/11/2015 00:00,14/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,28,6.34612,44.3908784,45.2002848,0.7694456,1.1200574,3932,3861,158.653,22,22,28,0.7834761,1
act_102,15/11/2015 00:00,15/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,65,5.5909832,48.1559122,50.1471575,0.9474454,1.145485,7535,7236,329.868,48,43,59,0.8862876,0
act_102,16/11/2015 00:00,16/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,62,5.7528031,44.9688723,46.8523847,0.8598546,1.1460735,7881,7564,322.157,48,46,59,0.8478767,0
act_102,17/11/2015 00:00,17/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,82,4.9528248,41.8246037,44.1258125,0.928906,1.160522,9640,9137,366.509,58,52,72,0.8608237,0
act_102,18/11/2015 00:00,18/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,73,5.0185003,39.4451585,42.2799333,0.8645945,1.1790526,9237,8618,331.221,49,47,63,0.8003578,0
act_102,19/11/2015 00:00,19/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,57,6.0459025,40.7481173,44.0109901,0.7413769,1.1880814,8324,7707,308.341,43,40,53,0.7536397,1
act_102,20/11/2015 00:00,20/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,74,5.0135371,33.5303452,35.1220199,0.7356756,1.152217,11020,10521,335.907,51,51,72,0.7475952,0
act_102,21/11/2015 00:00,21/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,74,5.0104175,33.3099822,35.1222014,0.7312954,1.1598455,11086,10514,335.698,51,48,72,0.7480649,0
act_102,22/11/2015 00:00,22/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,93,3.7923809,37.9192957,40.3956377,1.0998691,1.1718366,9242,8675,318.56,61,59,84,1.0601063,0
act_102,23/11/2015 00:00,23/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,83,4.4781737,40.6958684,42.2256725,0.999636,1.1413501,9079,8750,335.863,55,54,79,0.9818963,0
act_102,24/11/2015 00:00,24/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,101,3.784121,38.809309,41.4585842,1.1281413,1.1750904,9761,9137,344.355,59,57,90,1.0727189,1
act_102,25/11/2015 00:00,25/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,87,4.2045058,37.4597949,40.2223294,0.9800384,1.1811217,9754,9084,332.156,63,59,83,0.999031,0
act_102,26/11/2015 00:00,26/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,62,5.6610719,39.9269519,42.3031763,0.775819,1.1654654,8734,8244,317.02,36,36,59,0.7779552,1
act_102,27/11/2015 00:00,27/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,63,5.6273679,39.1075344,41.335052,0.7644472,1.1626549,9023,8536,320.76,36,33,60,0.7654636,0
act_102,28/11/2015 00:00,28/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,80,4.4534721,30.9358423,32.6527498,0.7641095,1.1610489,11402,10802,320.65,38,38,76,0.7729128,0
act_102,29/11/2015 00:00,29/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,82,4.356297,33.7732846,35.6757412,0.8528025,1.161963,10500,9940,322.366,52,51,79,0.8643206,0
act_102,30/11/2015 00:00,30/11/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,106,3.5295106,30.9634468,32.5675702,0.9650003,1.1569877,12038,11445,338.833,68,62,95,0.9092655,1
act_102,1/12/2015 0:00,1/12/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,88,4.4776875,34.3315126,36.0594927,0.8433964,1.1553652,11478,10928,358.215,48,46,84,0.8415539,0
act_102,2/12/2015 0:00,2/12/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,93,3.9592146,32.2950089,34.4993781,0.8972612,1.1750827,11328,10604,332.574,61,60,86,0.8900419,0
act_102,3/12/2015 0:00,3/12/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,40,4.29,30.6367787,31.143376,0.7855584,1.1181896,5546,5455,154.44,21,21,38,0.7541842,0
act_102,7/12/2015 0:00,7/12/2015 0:00,453,Demo,6058631,101,451,Instant Article,11,0.7854,6.1842517,7.7685465,0.8661422,1.3818002,1397,1113,7.854,10,10,11,1.088032,0
act_102,8/12/2015 0:00,8/12/2015 0:00,453,Demo,6058631,101,451,Mobile External ,5,0.24475,2.6176469,3.7366417,1.1764709,1.5702291,412,289,0.979,5,5,5,1.6793898,0
act_102,9/12/2015 0:00,9/12/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,17,7.7777337,45.2544609,47.9712167,0.6400306,1.1660363,2836,2676,116.666,15,14,17,0.6784536,0
act_102,10/12/2015 0:00,10/12/2015 0:00,453,Demo,6058631,101,451,Instant Article,7,1.859,6.1454547,8.141606,0.3636369,1.4572998,1997,1507,11.154,7,7,7,0.4817516,1
act_102,11/12/2015 0:00,11/12/2015 0:00,453,Demo,6058631,101,451,Mobile External ,28,0.4752,6.8989547,9.86711,1.59698,1.5732563,1895,1325,11.88,26,25,27,2.1926905,0
act_102,12/12/2015 0:00,12/12/2015 0:00,453,Demo,6058631,101,451,Mobile Feed,42,4.0005262,42.9677787,44.6068073,1.1814583,1.1419606,3892,3749,152.02,32,31,40,1.1619718,0
act_102,13/12/2015 00:00,13/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,13,0.7969995,5.3424745,6.4463234,0.7373553,1.3272798,1806,1496,8.767,10,10,13,0.8897064,0
act_102,14/12/2015 00:00,14/12/2015 00:00,453,Demo,6058631,101,451,Mobile External ,24,0.391809,4.9093077,7.5347987,1.3782813,1.6882789,1844,1202,8.228,24,24,24,2.1153847,0
act_102,15/12/2015 00:00,15/12/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,29,6.2044235,31.0280828,33.1242296,0.5501056,1.1743116,5719,5357,161.315,22,22,29,0.5872691,1
act_102,16/12/2015 00:00,16/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,3,1.837,5.5165165,6.6198198,0.33033,1.32,733,611,3.674,2,2,3,0.396396,0
act_102,17/12/2015 00:00,17/12/2015 00:00,453,Demo,6058631,101,451,Mobile External ,5,0.73975,6.1903765,8.912651,0.920502,1.5837349,526,366,2.959,5,5,5,1.3253009,1
act_102,18/12/2015 00:00,18/12/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,29,5.1729612,33.7000752,35.8563051,0.7166126,1.1703813,4391,4127,134.497,19,18,27,0.7038119,0
act_102,19/12/2015 00:00,19/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,7,1.3255,5.5190839,6.7570096,0.4580158,1.3467289,1586,1295,7.953,5,5,7,0.5607481,0
act_102,20/12/2015 00:00,20/12/2015 00:00,453,Demo,6058631,101,451,Mobile External ,9,0.694375,6.3340937,10.2680226,1.0034211,1.7831792,965,596,5.555,9,9,9,1.6266173,0
act_102,21/12/2015 00:00,21/12/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,19,6.2965298,31.5011774,33.2942456,0.5503234,1.1626131,3738,3537,107.041,17,17,19,0.5816481,1
act_102,22/12/2015 00:00,22/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,8,1.045,4.9492553,6.2521371,0.5209743,1.3895728,1626,1287,7.315,7,7,8,0.6581201,0
act_102,23/12/2015 00:00,23/12/2015 00:00,453,Demo,6058631,101,451,Mobile External ,20,0.3202221,5.376866,10.219858,1.8470144,2.0907799,1180,621,5.764,20,20,20,3.5106379,0
act_102,24/12/2015 00:00,24/12/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,25,5.6775004,33.9231398,37.2739477,0.6572511,1.2086536,4051,3687,124.905,17,14,21,0.6236945,0
act_102,25/12/2015 00:00,25/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,8,0.5625719,4.4346852,5.1342896,0.8671168,1.2735327,977,844,3.938,7,7,8,1.0039117,0
act_102,26/12/2015 00:00,26/12/2015 00:00,453,Demo,6058631,101,451,Mobile External ,6,0.6754,4.9734905,8.6812341,0.8100147,1.9200511,747,428,3.377,7,7,6,1.4138817,1
act_102,27/12/2015 00:00,27/12/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,14,5.2735837,27.9889434,28.3399017,0.5838129,1.1137929,2488,2457,63.283,10,9,13,0.5418721,0
act_102,28/12/2015 00:00,28/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,2,2.387,6.4339627,7.1681687,0.2964962,1.2255254,409,367,2.387,2,2,2,0.33033,0
act_102,29/12/2015 00:00,29/12/2015 00:00,453,Demo,6058631,101,451,Mobile External ,25,0.2009997,3.9341632,5.4727728,2.1530245,1.5301979,1237,889,4.422,25,25,25,2.9950492,0
act_102,30/12/2015 00:00,30/12/2015 00:00,453,Demo,6058631,101,451,Mobile Feed,11,7.4382,32.2558544,33.20625,0.4770161,1.1324104,2537,2464,74.382,9,9,11,0.4910719,0
act_102,31/12/2015 00:00,31/12/2015 00:00,453,Demo,6058631,101,451,Instant Article,0,0,6.6752136,7.6568624,0,1.2617649,129,113,0.781,0,0,0,0,1
act_102,1/1/2016 0:00,1/1/2016 0:00,453,Demo,6058631,101,451,Mobile External ,17,0.2361337,3.4321705,4.8855169,1.5988368,1.5657928,1136,798,3.542,17,17,17,2.2758626,0
act_102,2/1/2016 0:00,2/1/2016 0:00,453,Demo,6058631,101,451,Mobile Feed,14,6.7934163,44.1848242,45.7212558,0.7154477,1.1382503,2030,1962,81.521,9,9,14,0.7403253,0
